incident_id,company_name,incident_type,severity,department,affected_users,financial_loss_usd,resolution_time_hours,status,incident_date
318,Myers LLC,Malware,Medium,HR,135,67924,62,Investigating,2026-04-26
319,Green-Kaufman,SQL Injection,Medium,IT,396,47128,70,Resolved,2026-01-25
320,Smith-Oliver,SQL Injection,High,IT,447,28534,37,Resolved,2026-01-31
321,Lawson-Ellison,Phishing,Critical,Operations,219,28607,68,Open,2025-09-18
322,Morris and Sons,Phishing,Critical,Finance,286,64291,12,Resolved,2025-11-29
323,Foster Inc,Ransomware,Critical,HR,271,14571,54,Resolved,2025-10-06
324,Smith Group,Insider Threat,High,Finance,191,42775,53,Open,2026-04-19
325,Schmidt-Wallace,DDoS,Critical,Finance,99,12029,55,Investigating,2025-08-18
326,Mcdowell-Mcdaniel,Ransomware,Critical,Finance,369,99715,43,Resolved,2025-08-17
327,Webster-Jacobs,Ransomware,Medium,IT,479,55410,18,Resolved,2026-03-06
328,Mclean and Sons,Ransomware,Critical,Sales,413,3288,64,Investigating,2026-01-11
329,Miller-Nelson,Phishing,Medium,Sales,373,74278,58,Open,2025-05-17
330,Hanson-Russell,Ransomware,Low,IT,20,67318,11,Investigating,2025-07-24
331,Lane and Sons,Ransomware,Low,IT,90,7801,69,Investigating,2026-01-11
332,"Melton, Greer and Dunn",Insider Threat,High,Sales,399,42139,5,Resolved,2026-03-12
333,Cross-Smith,DDoS,High,IT,458,42465,62,Resolved,2026-04-07
334,Ross-Davis,SQL Injection,Critical,Finance,345,58591,56,Investigating,2025-09-16
335,Brooks PLC,Ransomware,Medium,Operations,383,23977,48,Resolved,2025-05-20
336,Russell-James,SQL Injection,Critical,Operations,256,92227,62,Investigating,2026-03-03
337,Johnson-Ruiz,Phishing,High,Operations,76,30083,51,Investigating,2025-09-03
338,"Lopez, Olson and May",DDoS,Low,HR,366,46037,46,Open,2026-01-10
339,Erickson Inc,DDoS,Critical,HR,483,22456,18,Open,2026-02-10
340,Burke Inc,Malware,High,Sales,479,98586,61,Resolved,2025-09-23
341,Phillips Ltd,Ransomware,Medium,Sales,452,34711,30,Open,2026-03-17
342,Chapman PLC,DDoS,Low,Finance,24,51832,35,Investigating,2025-10-10
343,"Howard, Cunningham and Martinez",Phishing,Medium,HR,382,62027,58,Open,2025-12-05
344,Haas-Frank,Ransomware,High,Finance,170,13547,34,Open,2025-06-04
345,Buckley LLC,SQL Injection,Medium,HR,187,58697,44,Investigating,2026-02-05
346,"Porter, Nolan and Griffin",Ransomware,Medium,Finance,168,6139,17,Resolved,2026-01-25
347,"Martin, Olson and Lopez",Phishing,Low,Sales,317,58312,37,Investigating,2026-04-05
348,Mann Group,Insider Threat,Low,Finance,136,29780,43,Resolved,2025-12-08
349,"Watson, Davis and Goodman",Insider Threat,High,Finance,436,24150,67,Resolved,2025-12-19
350,Hall PLC,DDoS,Low,Finance,257,6940,17,Investigating,2025-09-01
351,Mann Inc,SQL Injection,Low,IT,38,80109,20,Resolved,2025-06-30
352,"Brown, White and Jacobs",Phishing,Critical,Operations,156,26566,57,Investigating,2025-06-29
353,"Nelson, Riley and Bridges",Phishing,Low,Operations,330,67145,18,Resolved,2026-04-29
354,Mayer-Garcia,Insider Threat,Low,Operations,78,55504,67,Investigating,2026-04-21
355,Cooper LLC,SQL Injection,Critical,IT,477,41422,62,Resolved,2026-04-09
356,Ayala Group,SQL Injection,Critical,HR,347,51599,57,Resolved,2025-07-15
357,"Howard, Moran and Garza",Phishing,Medium,HR,51,12451,41,Open,2025-06-27
358,Ball-Juarez,Phishing,Medium,HR,423,17778,36,Open,2025-08-18
359,Castillo Group,Ransomware,Medium,IT,138,45350,34,Investigating,2025-10-05
360,"Farrell, Lane and Rodriguez",Ransomware,High,Finance,13,46662,45,Resolved,2025-11-25
361,"Medina, Hill and White",Phishing,Critical,Operations,478,26229,19,Open,2026-01-22
362,"Rollins, Frost and Martinez",SQL Injection,Critical,Operations,319,75105,71,Open,2026-02-02
363,Cowan and Sons,Insider Threat,High,Sales,433,58659,64,Open,2025-11-09
364,"Hall, Lee and Newman",DDoS,Low,Finance,425,47318,68,Open,2025-08-01
365,"Mayer, Mercado and Kramer",DDoS,Low,IT,33,66378,26,Resolved,2026-02-19
366,"Lowery, Lyons and Lee",Malware,Critical,HR,212,71927,5,Open,2025-09-02
367,Salas Inc,DDoS,Low,Sales,274,76726,50,Investigating,2026-04-25
368,"Burke, Hammond and Walker",Phishing,High,Operations,214,59649,34,Resolved,2025-06-03
369,"Allen, Parsons and Collins",SQL Injection,Critical,IT,139,72879,52,Investigating,2025-05-12
370,Holmes PLC,DDoS,High,Sales,403,68804,14,Investigating,2026-02-18
371,Lopez-Chung,DDoS,High,Sales,340,76347,18,Resolved,2025-11-11
372,Smith LLC,Ransomware,Critical,Operations,44,57634,26,Investigating,2025-11-28
373,Gilbert-Howard,Malware,Critical,Operations,386,71589,13,Open,2025-08-04
374,"Schmitt, Perry and Francis",Insider Threat,Low,Operations,92,72970,56,Investigating,2026-02-05
375,Lane-Garza,SQL Injection,High,Finance,168,74392,71,Open,2025-05-13
376,Peterson Inc,Insider Threat,Medium,Operations,355,2392,29,Open,2025-10-03
377,Atkinson-Gonzalez,Ransomware,Medium,Finance,34,16584,19,Resolved,2025-12-18
378,Foley-Hart,DDoS,Critical,Finance,431,40662,44,Investigating,2025-09-26
379,"Campbell, Lopez and Day",SQL Injection,Low,Operations,452,42652,20,Investigating,2026-01-24
380,Duncan Ltd,DDoS,Critical,Finance,244,7236,70,Resolved,2025-05-14
381,Waters-Morgan,Ransomware,Critical,HR,326,50579,10,Investigating,2026-01-05
382,"Anderson, Patel and Hughes",Phishing,Critical,Finance,253,75587,19,Open,2025-06-29
383,Owen-Patrick,Insider Threat,Medium,IT,86,33260,67,Resolved,2026-02-24
384,White LLC,Insider Threat,High,Sales,187,70111,17,Resolved,2025-10-21
385,"Case, Henry and Douglas",Malware,High,HR,14,29553,72,Open,2025-05-25
386,Harper-Hatfield,DDoS,High,Operations,255,65240,40,Open,2025-11-25
387,"Anderson, Lawson and Sanders",SQL Injection,Critical,Operations,405,48393,57,Investigating,2025-08-02
388,"Thompson, Johnson and Williams",DDoS,Medium,Sales,398,90327,11,Open,2025-07-24
389,"Morton, Pope and Lewis",Malware,Medium,Sales,394,4757,65,Investigating,2025-07-10
390,"Mack, Turner and Howard",Insider Threat,Low,Finance,109,50838,44,Resolved,2026-01-05
391,"Boone, Nichols and Robertson",DDoS,Medium,HR,491,81992,37,Investigating,2025-08-20
392,Foster-Davis,Phishing,Critical,Operations,80,78572,68,Investigating,2026-05-05
393,"Doyle, Beltran and White",Phishing,Low,Operations,380,18164,15,Investigating,2026-04-06
394,Green-Weeks,Phishing,Low,Sales,200,79171,47,Open,2025-10-09
395,"Chan, Roberts and Cunningham",SQL Injection,Low,Finance,177,11835,47,Resolved,2025-10-04
396,"Benjamin, Jones and Kennedy",Ransomware,High,Operations,111,48362,25,Open,2025-12-12
397,"Garner, Garcia and Gonzalez",Insider Threat,High,IT,383,63668,56,Resolved,2025-09-03
398,"Todd, Thompson and Black",Ransomware,Low,Finance,25,73020,62,Resolved,2025-06-24
399,Jones Ltd,Malware,High,Operations,475,49624,10,Resolved,2025-12-17
400,"Chavez, Robinson and Smith",DDoS,Low,IT,166,93658,29,Open,2025-07-20
401,"Lewis, Garcia and Spencer",Ransomware,Low,Operations,325,24956,72,Open,2025-09-29
402,Rose LLC,Malware,Critical,IT,53,4645,68,Investigating,2025-11-11
403,Smith-Decker,Insider Threat,High,Operations,193,49489,72,Investigating,2026-03-29
404,Peck PLC,Ransomware,Low,IT,240,34685,23,Resolved,2026-03-13
405,"Hansen, Hall and Ramos",Insider Threat,Medium,IT,75,14301,4,Investigating,2025-11-17
406,"Thomas, Hendricks and Ramirez",Malware,Critical,Sales,420,86405,49,Investigating,2025-10-19
407,"Johnson, Brady and Hughes",DDoS,Critical,IT,27,52340,12,Open,2025-08-27
408,Black-Williams,Ransomware,Critical,IT,55,87806,62,Investigating,2025-07-14
409,"Wilkinson, Singleton and Griffith",Phishing,High,HR,49,90364,38,Investigating,2025-08-23
410,Morris PLC,Ransomware,High,Operations,215,50108,16,Resolved,2025-10-28
411,"Thompson, Wilkerson and Bauer",Insider Threat,Medium,IT,24,82980,10,Open,2025-11-09
412,Blevins-Garcia,DDoS,High,IT,449,73253,6,Open,2025-09-28
413,"Perkins, Ortega and Davis",Insider Threat,Low,Sales,58,14079,57,Investigating,2026-01-24
414,Campbell-Cox,DDoS,Medium,Finance,461,24176,30,Resolved,2026-04-08
415,King-Robinson,Insider Threat,High,Operations,486,33206,25,Resolved,2026-01-02
416,Warren-Edwards,DDoS,Low,IT,432,7773,22,Investigating,2026-01-21
417,"Williams, Cooper and Burns",Phishing,Low,Operations,327,23122,42,Investigating,2025-06-16
418,Lee Inc,Insider Threat,Medium,IT,246,15372,30,Resolved,2025-05-13
419,"Graham, Moore and Mcclure",SQL Injection,Medium,Finance,486,7330,20,Investigating,2026-04-16
420,Baker Group,Ransomware,High,Finance,298,68592,8,Investigating,2026-03-18
421,"Rivera, Douglas and Anderson",Ransomware,Low,Sales,210,18206,67,Open,2025-11-02
422,"Sellers, Jarvis and Zuniga",Ransomware,High,IT,247,91212,53,Open,2025-06-06
423,Valencia-Green,Phishing,High,HR,320,21515,34,Resolved,2026-01-06
424,Norton Group,Ransomware,Medium,IT,204,23541,47,Open,2026-03-31
425,Lee-Pope,SQL Injection,Critical,Finance,207,4686,66,Resolved,2025-06-12
426,Duncan and Sons,DDoS,High,HR,257,91262,47,Open,2025-07-16
427,"Campbell, Barron and Daniel",SQL Injection,Medium,Sales,144,45357,19,Investigating,2025-06-29
428,"Johnson, Gallagher and Parrish",DDoS,Critical,Finance,64,80110,42,Open,2026-02-06
429,Cook-Chapman,Phishing,Critical,Finance,428,8353,20,Investigating,2025-05-18
430,"Hall, Wood and Lawrence",Phishing,Critical,Operations,306,26703,5,Open,2025-07-25
431,Johnson Ltd,Malware,High,Sales,14,42543,23,Resolved,2026-04-16
432,Adams-Young,Ransomware,High,IT,258,52881,14,Open,2026-01-08
433,"Atkins, Miles and Robles",Phishing,Low,Sales,192,16795,62,Open,2026-04-27
434,Smith Ltd,Insider Threat,Low,IT,137,15642,54,Investigating,2026-04-12
435,Mcfarland and Sons,Phishing,Medium,Finance,308,37356,41,Resolved,2025-11-28
436,"Lee, Nichols and Lewis",DDoS,Medium,IT,178,20619,50,Resolved,2025-11-06
437,Powell-Morris,Phishing,Critical,IT,313,12969,64,Resolved,2025-08-29
438,Lynn-Jones,Malware,Low,Operations,441,41743,57,Open,2025-07-02
439,Carpenter-Moran,DDoS,High,Finance,274,31002,65,Open,2025-07-05
440,"Lloyd, Waller and Cowan",Insider Threat,Medium,IT,278,63132,47,Resolved,2025-11-07
441,Cooper Ltd,Insider Threat,Medium,Finance,100,47347,34,Open,2025-11-21
442,Morris LLC,Insider Threat,Critical,HR,33,18760,3,Investigating,2025-06-06
443,Strickland-Taylor,Phishing,Critical,Operations,258,53453,14,Open,2025-08-26
444,"Patterson, Walker and Jackson",Insider Threat,Medium,Finance,457,52050,64,Open,2025-09-08
445,Erickson-Vaughn,Phishing,Critical,Sales,231,94739,11,Open,2025-09-21
446,Harper-Estrada,SQL Injection,Medium,Sales,13,41680,42,Resolved,2025-06-11
447,Good-Smith,DDoS,High,Sales,374,78146,6,Open,2025-10-11
448,"Jacobson, Pacheco and Small",Malware,High,Operations,466,98859,40,Investigating,2025-07-09
449,Arnold LLC,Ransomware,Critical,HR,203,92640,31,Resolved,2026-03-01
450,"Cook, Olson and Huerta",Malware,Critical,IT,28,91304,33,Resolved,2025-05-07
451,Acevedo-Huffman,Ransomware,Medium,Operations,33,21270,63,Open,2026-01-01
452,Wilson Group,DDoS,Medium,Sales,175,86735,28,Open,2025-10-04
453,Ray LLC,Malware,Critical,Operations,86,91763,55,Investigating,2025-12-29
454,Smith-Cooley,Phishing,Low,IT,166,24715,24,Resolved,2025-06-01
455,Lopez-Patel,Insider Threat,Medium,Sales,145,8902,68,Resolved,2025-12-03
456,"Hanson, Mack and Miller",Phishing,Critical,Operations,362,74661,37,Investigating,2025-05-05
457,Green Ltd,Malware,Critical,Sales,429,4012,18,Resolved,2025-06-11
458,"Rivera, Clark and Garcia",Phishing,Low,IT,474,13527,69,Resolved,2026-03-06
459,"Graham, Colon and Rodriguez",DDoS,Medium,HR,449,89035,64,Open,2025-07-08
460,Hays PLC,Malware,Medium,Sales,466,98243,58,Investigating,2026-03-30
461,"Casey, Garza and Hanna",SQL Injection,High,Finance,98,76109,29,Open,2025-10-19
462,"Meyer, Hardin and Ferguson",SQL Injection,Low,IT,179,77810,7,Resolved,2025-07-03
463,"Williams, Robles and Hughes",Phishing,High,Operations,477,63443,60,Investigating,2025-05-26
464,"Evans, Thomas and Coleman",Insider Threat,Medium,Sales,369,33607,28,Investigating,2025-07-17
465,Williams Group,SQL Injection,Medium,Finance,192,87496,67,Open,2025-08-17
466,"Mcdaniel, Hughes and Owens",Insider Threat,Low,HR,293,11803,54,Investigating,2025-10-22
467,Downs-Murray,Phishing,Critical,IT,379,19814,47,Open,2026-01-27
468,Armstrong and Sons,Phishing,Medium,Sales,107,79798,6,Investigating,2025-11-11
469,"Dean, Turner and Simmons",Ransomware,Low,HR,375,71145,9,Open,2025-06-22
470,Weaver-Mosley,DDoS,High,Finance,300,96804,57,Open,2026-02-24
471,"Howe, Collins and Alvarado",Malware,Low,Operations,340,51685,52,Investigating,2025-06-15
472,Lewis Inc,SQL Injection,Critical,HR,183,45370,18,Investigating,2025-12-13
473,West-Madden,Phishing,Critical,Finance,472,79811,52,Investigating,2026-01-10
474,Barber-Smith,Malware,Medium,IT,370,24937,68,Resolved,2026-04-15
475,Price-Molina,Ransomware,Critical,Sales,226,76922,35,Investigating,2026-04-11
476,Rios-Boyd,Malware,High,IT,251,34986,28,Open,2025-06-19
477,Smith-Williams,Malware,Critical,Operations,398,11721,37,Investigating,2026-04-25
478,"Newman, Holland and Gonzalez",Ransomware,Low,Finance,113,29650,20,Investigating,2026-02-22
479,"Barnes, Craig and Williams",SQL Injection,Low,Sales,185,9629,63,Open,2025-07-09
480,"Anderson, Griffin and Clark",Insider Threat,High,IT,450,43692,10,Resolved,2026-01-10
481,"Peterson, Rosales and Guerrero",Ransomware,High,Operations,12,91521,64,Investigating,2025-11-29
482,"West, Morris and Garcia",Insider Threat,Medium,HR,9,18421,42,Resolved,2026-02-16
483,Johnson Inc,Phishing,Medium,Operations,40,25724,24,Open,2026-01-26
484,"Bond, Brock and Williams",Malware,Low,HR,161,64603,58,Investigating,2025-10-18
485,Rivera Inc,SQL Injection,High,HR,453,55178,50,Resolved,2025-09-19
486,Jackson-Cortez,Ransomware,High,Sales,66,93492,27,Investigating,2025-07-02
487,Blair and Sons,Malware,Critical,Sales,219,57994,2,Resolved,2025-05-22
488,"Mayer, Franklin and Wells",Insider Threat,Medium,Sales,148,46665,69,Investigating,2025-05-09
489,Padilla PLC,Phishing,Critical,Sales,255,96065,66,Resolved,2025-09-22
490,"Hill, Hood and Smith",Ransomware,High,IT,432,62138,45,Open,2025-05-28
491,"George, House and Tran",Ransomware,High,Operations,286,61541,70,Open,2026-01-22
492,"Martinez, Page and Hendricks",Ransomware,Medium,Finance,104,85702,49,Resolved,2025-11-22
493,Hendrix PLC,DDoS,Medium,IT,125,82429,37,Open,2025-07-11
494,Ellison-Moore,DDoS,Medium,Sales,75,17135,66,Open,2025-11-09
495,Sherman-Grimes,Insider Threat,Critical,Operations,200,81970,64,Resolved,2026-03-01
496,Stewart LLC,Phishing,Critical,Sales,110,32831,9,Open,2025-12-20
497,"Spears, Ritter and Mathews",Insider Threat,High,Operations,267,50383,50,Investigating,2026-02-17
498,Gardner-Walker,Malware,Low,Operations,496,34971,21,Open,2026-03-16
499,Tran Inc,Insider Threat,Medium,Finance,215,4823,28,Resolved,2026-03-11
500,Everett-Flores,Malware,Critical,Operations,125,80997,49,Open,2025-12-12
